source_league,source_season,date,round,home_team,score,away_team,venue,game_id
INT-Friendlies,2025,2025-11-14,Friendly,Comoros,1–0,Namibia,Stade Omnisports d'Iconi-Malouzini,f3535687
INT-Friendlies,2025,2025-11-14,Friendly,Equ. Guinea,1–0,Kenya,Arslan Zeki Demirci Spor Kompleksi 1 (Neutral Site),6bcd595d
INT-Friendlies,2025,2025-11-14,Friendly,Grenada,4–1,US Virgin Islands,Kirani James Athletics Stadium,f0c99bea
INT-Friendlies,2025,2025-11-14,Friendly,Japan,2–0,Ghana,Toyota Stadium,b5c7ba05
INT-Friendlies,2025,2025-11-14,Friendly,Korea Republic,2–0,Bolivia,Daejeon World Cup Stadium,0b223e97
INT-Friendlies,2025,2025-11-14,Friendly,Morocco,1–0,Mozambique,Stade Ibn Batouta,35a6989d
INT-Friendlies,2025,2025-11-14,Friendly,Saudi Arabia,1–0,Côte d'Ivoire,Al Inma Stadium,6fd7b280
INT-Friendlies,2025,2025-11-14,Friendly,Tunisia,3–2,Jordan,Stade Hammadi Agrebi,245693f0
INT-Friendlies,2025,2025-11-14,Friendly,Venezuela,1–0,Australia,Shell Energy Stadium (Neutral Site),536b3565
INT-Friendlies,2025,2025-11-15,Friendly,Brazil,2–0,Senegal,Emirates Stadium (Neutral Site),b0097aac
INT-Friendlies,2025,2025-11-15,Friendly,Guinea,2–0,Liberia,Stade El Bachir,aae57df7
INT-Friendlies,2025,2025-11-15,Friendly,Kuwait,4–3,Tanzania,Al Salam Stadium (Neutral Site),815618a6
INT-Friendlies,2025,2025-11-15,Friendly,Lesotho,0–0,Malawi,Toyota Stadium (Neutral Site),3849523c
INT-Friendlies,2025,2025-11-15,Friendly,Libya,1–0,Mauritania,Benina Martyrs International Stadium,0a17d717
INT-Friendlies,2025,2025-11-15,Friendly,Mexico,0–0,Uruguay,Estadio Nuevo Corona,065caea6
INT-Friendlies,2025,2025-11-15,Friendly,New Zealand,1–2,Colombia,Chase Stadium (Neutral Site),72d0de47
INT-Friendlies,2025,2025-11-15,Friendly,Russia,0–2,Chile,Olimpiyskiy Stadion Fisht,59944574
INT-Friendlies,2025,2025-11-15,Friendly,South Africa,3–1,Zambia,Nelson Mandela Bay Stadium,396bd1e5
INT-Friendlies,2025,2025-11-15,Friendly,United States,2–1,Paraguay,Subaru Park,4d848fbe
INT-Friendlies,2025,2025-11-17,Friendly,Bahrain,1–2,Somalia,Stād Al Bahrayn Al Watanī,427e81a3
INT-Friendlies,2025,2025-11-17,Friendly,Chad,2–2,Mozambique,Stade Municipal de Berrechid (Neutral Site),c956b20d
INT-Friendlies,2025,2025-11-17,Friendly,Comoros,4–0,Namibia,Stade Omnisports d'Iconi-Malouzini,f322795c
INT-Friendlies,2025,2025-11-17,Friendly,Equ. Guinea,0–2,Madagascar,Arslan Zeki Demirci Spor Kompleksi 1 (Neutral Site),d8847985
INT-Friendlies,2025,2025-11-17,Friendly,Finland,4–0,Andorra,Tammelan Stadion,1fa15489
INT-Friendlies,2025,2025-11-18,Friendly,Angola,3–2,Zambia,Estádio 11 de Novembro,fa46c9e9
INT-Friendlies,2025,2025-11-18,Friendly,Benin,0–3,Burkina Faso,Stade El Bachir (Neutral Site),a5bce9e6
INT-Friendlies,2025,2025-11-18,Friendly,Brazil,1–1,Tunisia,Decathlon Arena - Stade Pierre-Mauroy (Neutral Site),86e5e05e
INT-Friendlies,2025,2025-11-18,Friendly,Chile,2–1,Peru,Olimpiyskiy Stadion Fisht (Neutral Site),98e264df
INT-Friendlies,2025,2025-11-18,Friendly,Colombia,3–0,Australia,Citi Field (Neutral Site),25cb0aa7
INT-Friendlies,2025,2025-11-18,Friendly,Cyprus,2–4,Estonia,Alphamega Stadium,ea86b64c
INT-Friendlies,2025,2025-11-18,Friendly,Ecuador,2–0,New Zealand,Sports Illustrated Stadium (Neutral Site),74fdd4d6
INT-Friendlies,2025,2025-11-18,Friendly,Faroe Islands,1–0,Kazakhstan,Stadion Aldo Drosina (Neutral Site),542cae85
INT-Friendlies,2025,2025-11-18,Friendly,Japan,3–0,Bolivia,Japan National Stadium,b3eb4697
INT-Friendlies,2025,2025-11-18,Friendly,Jordan,0–0,Mali,Stade Hammadi Agrebi (Neutral Site),b4fee6f4
INT-Friendlies,2025,2025-11-18,Friendly,Korea Republic,1–0,Ghana,Seoul World Cup Stadium,629f5ceb
INT-Friendlies,2025,2025-11-18,Friendly,Kuwait,2–2,Gambia,Al Salam Stadium (Neutral Site),cac57754
INT-Friendlies,2025,2025-11-18,Friendly,Lesotho,0–1,Malawi,Toyota Stadium (Neutral Site),2351b973
INT-Friendlies,2025,2025-11-18,Friendly,Mexico,1–2,Paraguay,Alamodome (Neutral Site),d6914838
INT-Friendlies,2025,2025-11-18,Friendly,Morocco,4–0,Uganda,Stade Ibn Batouta,cea4649b
INT-Friendlies,2025,2025-11-18,Friendly,Niger,1–1,Guinea,Stade Municipal de Berrechid (Neutral Site),8c28a3b7
INT-Friendlies,2025,2025-11-18,Friendly,Oman,0–2,Côte d'Ivoire,Al-Seeb Stadium,560203de
INT-Friendlies,2025,2025-11-18,Friendly,Saudi Arabia,0–2,Algeria,Prince Abdullah Al Faisal Stadium,2ff98c20
INT-Friendlies,2025,2025-11-18,Friendly,Senegal,8–0,Kenya,Titanic Mardan Stadyumu (Neutral Site),d7dc8062
INT-Friendlies,2025,2025-11-18,Friendly,United States,5–1,Uruguay,Raymond James Stadium,1d8a8352
INT-Friendlies,2025,2025-11-18,Friendly,Venezuela,0–2,Canada,Chase Stadium (Neutral Site),e1c709df
INT-Friendlies,2026,2026-03-25,Friendly,Congo DR,2–0,Bermuda,Estadio Jalisco (Neutral Site),380b1c15
INT-Friendlies,2026,2026-03-25,Friendly,Equ. Guinea,1–0,Kyrgyz Republic,Arslan Zeki Demirci Spor Kompleksi 1 (Neutral Site),36c68b43
INT-Friendlies,2026,2026-03-26,Friendly,Brazil,1–2,France,Gillette Stadium (Neutral Site),b9dc227a
INT-Friendlies,2026,2026-03-26,Friendly,Croatia,2–1,Colombia,Camping World Stadium (Neutral Site),7bef623c
INT-Friendlies,2026,2026-03-26,Friendly,Cyprus,0–1,Belarus,Neo GSP,25a6f8fa
INT-Friendlies,2026,2026-03-26,Friendly,Georgia,2–2,Israel,Mikheil Meskhis Sakhelobis Stadioni,b0addb9c
INT-Friendlies,2026,2026-03-26,Friendly,Moldova,0–2,Lithuania,Stadionul Zimbru,f158d6b0
INT-Friendlies,2026,2026-03-26,Friendly,Vietnam,3–0,Bangladesh,Sân vận động Hàng Đẫy,8999c891
INT-Friendlies,2026,2026-03-27,Friendly,Algeria,7–0,Guatemala,Stadio Comunale Luigi Ferraris (Neutral Site),b4566156
INT-Friendlies,2026,2026-03-27,Friendly,Argentina,2–1,Mauritania,Estadio Alberto José Armando,d7399ba1
INT-Friendlies,2026,2026-03-27,Friendly,Austria,5–1,Ghana,Ernst-Happel-Stadion,3e29ace5
INT-Friendlies,2026,2026-03-27,Friendly,Benin,1–0,Liberia,Stade Père-Jégo (Neutral Site),ebea9f8a
INT-Friendlies,2026,2026-03-27,Friendly,England,1–1,Uruguay,Wembley Stadium connected by EE,99caec30
INT-Friendlies,2026,2026-03-27,Friendly,Greece,0–1,Paraguay,Stadio Georgios Karaiskáki,a9e4aa92
INT-Friendlies,2026,2026-03-27,Friendly,Libya,0–0,Niger,Stade Larbi-Zaouli (Neutral Site),28100c08
INT-Friendlies,2026,2026-03-27,Friendly,Montenegro,2–0,Andorra,Stadion Pod Goricom,aca8e5cb
INT-Friendlies,2026,2026-03-27,Friendly,Morocco,1–1,Ecuador,Riyadh Air Metropolitano (Neutral Site),c28e1e8c
INT-Friendlies,2026,2026-03-27,Friendly,Netherlands,2–1,Norway,Johan Cruijff Arena,f20c7973
INT-Friendlies,2026,2026-03-27,Friendly,Russia,3–1,Nicaragua,Ozon Arena,c200b7fa
INT-Friendlies,2026,2026-03-27,Friendly,Saudi Arabia,0–4,Egypt,Al Inma Stadium,ffe7a43a
INT-Friendlies,2026,2026-03-27,Friendly,South Africa,1–1,Panama,Moses Mabhida Stadium,97d3d9fb
INT-Friendlies,2026,2026-03-27,Friendly,Spain,3–0,Serbia,Estadio de la Cerámica,07039168
INT-Friendlies,2026,2026-03-27,Friendly,Switzerland,3–4,Germany,St. Jakob-Park,ec873493
INT-Friendlies,2026,2026-03-27,Friendly,Togo,2–2,Guinea,Stade Prince Héritier Moulay Hassan (Neutral Site),844102c3
INT-Friendlies,2026,2026-03-28,Friendly,Burkina Faso,5–0,Guinea-Bissau,Stade du 4 Août,5ed9c962
INT-Friendlies,2026,2026-03-28,Friendly,Canada,2–2,Iceland,BMO Field,23e80c9c
INT-Friendlies,2026,2026-03-28,Friendly,Haiti,0–1,Tunisia,BMO Field (Neutral Site),afb63da3
INT-Friendlies,2026,2026-03-28,Friendly,Hungary,1–0,Slovenia,Puskás Aréna,1145e25f
INT-Friendlies,2026,2026-03-28,Friendly,Korea Republic,0–4,Côte d'Ivoire,Stadium MK (Neutral Site),71830a15
INT-Friendlies,2026,2026-03-28,Friendly,Kyrgyz Republic,2–5,Madagascar,Bellis Hotel Sports Center (Neutral Site),6f7693ad
INT-Friendlies,2026,2026-03-28,Friendly,Mexico,0–0,Portugal,Estadio Banorte,89af3085
INT-Friendlies,2026,2026-03-28,Friendly,San Marino,1–2,Faroe Islands,San Marino Stadium,fb7d05d5
INT-Friendlies,2026,2026-03-28,Friendly,Scotland,0–1,Japan,Barclays Hampden,c1524931
INT-Friendlies,2026,2026-03-28,Friendly,Senegal,2–0,Peru,Stade de France (Neutral Site),3e33d427
INT-Friendlies,2026,2026-03-28,Friendly,United States,2–5,Belgium,Mercedes-Benz Stadium,af7ce286
INT-Friendlies,2026,2026-03-29,Friendly,Armenia,1–2,Belarus,Vazgen Sargsyan anvan Hanrapetakan Marza...,f4e7f18c
INT-Friendlies,2026,2026-03-29,Friendly,Colombia,1–3,France,Northwest Stadium (Neutral Site),4be8d965
INT-Friendlies,2026,2026-03-29,Friendly,Lithuania,0–2,Georgia,S. Dariaus ir S. Girėno stadionas,b673de5b
INT-Friendlies,2026,2026-03-30,Friendly,Cyprus,3–2,Moldova,Neo GSP,91ca8cc3
INT-Friendlies,2026,2026-03-30,Friendly,Germany,2–1,Ghana,MHPArena,58260c4f
INT-Friendlies,2026,2026-03-31,Friendly,Algeria,0–0,Uruguay,Allianz Stadium (Neutral Site),d2fe1225
INT-Friendlies,2026,2026-03-31,Friendly,Argentina,5–0,Zambia,Estadio Alberto José Armando,ec63900d
INT-Friendlies,2026,2026-03-31,Friendly,Austria,1–0,Korea Republic,Ernst-Happel-Stadion,1fe6a607
INT-Friendlies,2026,2026-03-31,Friendly,Brazil,3–1,Croatia,Camping World Stadium (Neutral Site),750b2b0b
INT-Friendlies,2026,2026-03-31,Friendly,Burkina Faso,1–1,Guinea-Bissau,Stade du 4 Août,b16e5be5
INT-Friendlies,2026,2026-03-31,Friendly,Canada,0–0,Tunisia,BMO Field,1d92b1e6
INT-Friendlies,2026,2026-03-31,Friendly,Côte d'Ivoire,1–0,Scotland,Hill Dickinson Stadium (Neutral Site),ffd25819
INT-Friendlies,2026,2026-03-31,Friendly,England,0–1,Japan,Wembley Stadium connected by EE,4b3667c6
INT-Friendlies,2026,2026-03-31,Friendly,Guinea,0–1,Benin,Stade Larbi-Zaouli (Neutral Site),e7d2ae5b
INT-Friendlies,2026,2026-03-31,Friendly,Haiti,1–1,Iceland,BMO Field (Neutral Site),1a46d9fe
INT-Friendlies,2026,2026-03-31,Friendly,Hungary,0–0,Greece,Puskás Aréna,3515d6d1
INT-Friendlies,2026,2026-03-31,Friendly,Liberia,2–2,Libya,Stade Larbi-Zaouli (Neutral Site),030db3da
INT-Friendlies,2026,2026-03-31,Friendly,Madagascar,1–1,Equ. Guinea,Arslan Zeki Demirci Spor Kompleksi 1 (Neutral Site),0b1e1345
INT-Friendlies,2026,2026-03-31,Friendly,Mexico,1–1,Belgium,Soldier Field (Neutral Site),fe01feb5
INT-Friendlies,2026,2026-03-31,Friendly,Montenegro,2–3,Slovenia,Stadion Pod Goricom,3e4d01e4
INT-Friendlies,2026,2026-03-31,Friendly,Morocco,2–1,Paraguay,Stade Bollaert-Delelis (Neutral Site),2424820a
INT-Friendlies,2026,2026-03-31,Friendly,Netherlands,1–1,Ecuador,Philips Stadion,74458d95
INT-Friendlies,2026,2026-03-31,Friendly,Niger,0–1,Togo,Stade Père-Jégo (Neutral Site),88910f01
INT-Friendlies,2026,2026-03-31,Friendly,Norway,0–0,Switzerland,Ullevaal Stadion,311568bb
INT-Friendlies,2026,2026-03-31,Friendly,Peru,2–2,Honduras,Estadio Municipal de Butarque (Neutral Site),41be5305
INT-Friendlies,2026,2026-03-31,Friendly,Rep. of Ireland,0–0,N. Macedonia,Aviva Stadium,402edcfb
INT-Friendlies,2026,2026-03-31,Friendly,Russia,0–0,Mali,Gazprom Arena,4cc98c66
INT-Friendlies,2026,2026-03-31,Friendly,San Marino,0–0,Andorra,San Marino Stadium,93921f9b
INT-Friendlies,2026,2026-03-31,Friendly,Senegal,3–1,Gambia,Stade Président Abdoulaye Wade,4c9576db
INT-Friendlies,2026,2026-03-31,Friendly,Serbia,2–1,Saudi Arabia,TSC Arena,cf66a1f7
INT-Friendlies,2026,2026-03-31,Friendly,Slovakia,2–0,Romania,Štadión Tehelné pole,b274e548
INT-Friendlies,2026,2026-03-31,Friendly,South Africa,1–2,Panama,DHL Stadium,b328181f
INT-Friendlies,2026,2026-03-31,Friendly,Spain,0–0,Egypt,RCDE Stadium,6e94df18
INT-Friendlies,2026,2026-03-31,Friendly,Ukraine,1–0,Albania,Estadio Ciudad de Valencia (Neutral Site),3f4f3f7e
INT-Friendlies,2026,2026-03-31,Friendly,United States,0–2,Portugal,Mercedes-Benz Stadium,b6c29c83
INT-Friendlies,2026,2026-03-31,Friendly,Wales,1–1,Northern Ireland,Cardiff City Stadium,6a3c6a43
INT-Friendlies,2026,2026-05-16,Friendly,Rep. of Ireland,5–0,Grenada,Estadio Enrique Roca de Murcia (Neutral Site),0ce7679b
INT-Friendlies,2026,2026-05-22,Friendly,Mexico,2–0,Ghana,Estadio Cuauhtémoc,3a39a2d2
INT-Friendlies,2026,2026-05-28,Friendly,Egypt,1–0,Russia,Cairo International Stadium,ab287078
INT-Friendlies,2026,2026-05-28,Friendly,Rep. of Ireland,1–0,Qatar,Aviva Stadium,02252990
INT-Friendlies,2026,2026-05-29,Friendly,Bosnia–Herz,0–0,N. Macedonia,Olimpijski Stadion Asim Ferhatović Hase,b31e1982
INT-Friendlies,2026,2026-05-29,Friendly,IR Iran,3–1,Gambia,Titanic Mardan Stadyumu (Neutral Site),3860eec0
INT-Friendlies,2026,2026-05-29,Friendly,Iraq,1–0,Andorra,Estadi Municipal de Montilivi (Neutral Site),fcac67d6
INT-Friendlies,2026,2026-05-29,Friendly,South Africa,0–0,Nicaragua,Orlando Amstel Arena,25da0bdc
INT-Friendlies,2026,2026-05-30,Friendly,Ecuador,2–1,Saudi Arabia,Sports Illustrated Stadium (Neutral Site),e3883d15
INT-Friendlies,2026,2026-05-30,Friendly,Korea Republic,5–0,Trin & Tobago,The Stadium at South Field (Neutral Site),808ebdc4
INT-Friendlies,2026,2026-05-30,Friendly,Mexico,1–0,Australia,Rose Bowl (Neutral Site),b2452c96
INT-Friendlies,2026,2026-05-30,Friendly,Scotland,4–1,Curaçao,Barclays Hampden,9aa38da5
INT-Friendlies,2026,2026-05-31,Friendly,Brazil,6–2,Panama,Estadio Jornalista Mário Filho,95ecd65b
INT-Friendlies,2026,2026-05-31,Friendly,Cabo Verde,3–0,Serbia,Estádio do Restelo (Neutral Site),65691fa1
INT-Friendlies,2026,2026-05-31,Friendly,Czechia,2–1,Kosovo,epet Arena,98b88e9a
INT-Friendlies,2026,2026-05-31,Friendly,Germany,4–0,Finland,Mewa Arena,bd546802
INT-Friendlies,2026,2026-05-31,Friendly,Japan,1–0,Iceland,Japan National Stadium,39f9cb25
INT-Friendlies,2026,2026-05-31,Friendly,Poland,0–2,Ukraine,Tarczyński Arena Wrocław,2a8020cc
INT-Friendlies,2026,2026-05-31,Friendly,Singapore,4–0,Mongolia,Jalan Besar Stadium,6b4269f6
INT-Friendlies,2026,2026-05-31,Friendly,Switzerland,4–1,Jordan,Kybunpark,1e8a97eb
INT-Friendlies,2026,2026-05-31,Friendly,United States,3–2,Senegal,Bank of America Stadium,e3a78261
INT-Friendlies,2026,2026-06-01,Friendly,Austria,1–0,Tunisia,Ernst-Happel-Stadion,217a01dc
INT-Friendlies,2026,2026-06-01,Friendly,Bulgaria,0–1,Montenegro,Stadion Hristo Botev,1d50d0ea
INT-Friendlies,2026,2026-06-01,Friendly,Canada,2–0,Uzbekistan,Commonwealth Stadium,89e6a053
INT-Friendlies,2026,2026-06-01,Friendly,Colombia,3–1,Costa Rica,Estadio Nemesio Camacho El Campín,d1add9e8
INT-Friendlies,2026,2026-06-01,Friendly,Norway,3–1,Sweden,Ullevaal Stadion,44380925
INT-Friendlies,2026,2026-06-01,Friendly,Slovakia,2–1,Malta,MOL Aréna,b839ac98
INT-Friendlies,2026,2026-06-01,Friendly,Türkiye,4–0,N. Macedonia,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,b44be9cf
INT-Friendlies,2026,2026-06-02,Friendly,Croatia,0–2,Belgium,Stadion HNK Rijeka,93f69e6e
INT-Friendlies,2026,2026-06-02,Friendly,Georgia,1–1,Romania,Mikheil Meskhis Sakhelobis Stadioni,0af57050
INT-Friendlies,2026,2026-06-02,Friendly,Haiti,4–0,New Zealand,Inter Miami CF Stadium (Neutral Site),9cd61d29
INT-Friendlies,2026,2026-06-02,Friendly,Morocco,4–0,Madagascar,Stade Prince Moulay Abdallah,81c956c8
INT-Friendlies,2026,2026-06-02,Friendly,Wales,1–1,Ghana,Cardiff City Stadium,435173b8
INT-Friendlies,2026,2026-06-03,Friendly,Albania,0–1,Israel,Air Albania Stadium,fd9e5a86
INT-Friendlies,2026,2026-06-03,Friendly,Denmark,0–0,Congo DR,Stade Maurice Dufrasne (Neutral Site),17bfc0fe
INT-Friendlies,2026,2026-06-03,Friendly,Gibraltar,4–0,British V.I.,Europa Point Stadium,8029e1e6
INT-Friendlies,2026,2026-06-03,Friendly,Korea Republic,1–0,El Salvador,The Stadium at South Field (Neutral Site),d31788ba
INT-Friendlies,2026,2026-06-03,Friendly,Luxembourg,0–1,Italy,Stade de Luxembourg,b3cbf976
INT-Friendlies,2026,2026-06-03,Friendly,Netherlands,0–1,Algeria,Stadion Feijenoord,3a9b1f58
INT-Friendlies,2026,2026-06-03,Friendly,Panama,4–2,Dominican Rep.,Estadio Rommel Fernández Gutiérrez,514e0adb
INT-Friendlies,2026,2026-06-03,Friendly,Poland,2–2,Nigeria,PGE Narodowy,6f8323f5
INT-Friendlies,2026,2026-06-04,Friendly,Andorra,2–0,Liechtenstein,Estadi de la FAF,ca3c3bbb
INT-Friendlies,2026,2026-06-04,Friendly,Cambodia,4–0,Bhutan,Phnom Penh National Olympic Stadium,9bbd2c6e
INT-Friendlies,2026,2026-06-04,Friendly,Czechia,3–1,Guatemala,Sports Illustrated Stadium (Neutral Site),28b9adef
INT-Friendlies,2026,2026-06-04,Friendly,France,1–2,Côte d'Ivoire,Stade de la Beaujoire - Louis Fonteneau,bb6eae98
INT-Friendlies,2026,2026-06-04,Friendly,IR Iran,2–0,Mali,Titanic Mardan Stadyumu (Neutral Site),5d82fe6a
INT-Friendlies,2026,2026-06-04,Friendly,Lesotho,1–1,Kenya,Lucas Masterpieces Moripe Stadium (Neutral Site),1d406be8
INT-Friendlies,2026,2026-06-04,Friendly,Mexico,5–1,Serbia,Estadio Nemesio Díez,d70087d8
INT-Friendlies,2026,2026-06-04,Friendly,Northern Ireland,1–0,Guinea,Estadio Municipal (Neutral Site),c35bcf5d
INT-Friendlies,2026,2026-06-04,Friendly,Slovenia,1–1,Cyprus,Stadion Stožice,b631b4d2
INT-Friendlies,2026,2026-06-04,Friendly,Spain,1–1,Iraq,Estadio Abanca-Riazor,a66cbb41
INT-Friendlies,2026,2026-06-04,Friendly,Sweden,2–2,Greece,Strawberry Arena,5c0c667c
INT-Friendlies,2026,2026-06-05,Friendly,Angola,1–1,Mauritania,Stade Larbi-Zaouli (Neutral Site),97397a57
INT-Friendlies,2026,2026-06-05,Friendly,Azerbaijan,0–2,Malta,Haladás Stadion (Neutral Site),68ea0fdf
INT-Friendlies,2026,2026-06-05,Friendly,Belarus,4–1,Syria,Nacyjanalny Futbolny Stadyjon Respubliki...,5fd4a144
INT-Friendlies,2026,2026-06-05,Friendly,Benin,1–1,Niger,Stade Père-Jégo (Neutral Site),1d7609dc
INT-Friendlies,2026,2026-06-05,Friendly,CAR,1–1,Togo,Stade El Bachir (Neutral Site),b4cd2980
INT-Friendlies,2026,2026-06-05,Friendly,Canada,1–1,Rep. of Ireland,Stade Saputo,626d8e5c
INT-Friendlies,2026,2026-06-05,Friendly,Georgia,2–0,Bahrain,Mikheil Meskhis Sakhelobis Stadioni,34c1b3df
INT-Friendlies,2026,2026-06-05,Friendly,Haiti,1–2,Peru,Nu Stadium (Neutral Site),0d3b0471
INT-Friendlies,2026,2026-06-05,Friendly,Hong Kong,2–0,Mongolia,Hong Kong Stadium,497c4de0
INT-Friendlies,2026,2026-06-05,Friendly,Hungary,2–1,Finland,Puskás Aréna,c0d824b2
INT-Friendlies,2026,2026-06-05,Friendly,Moldova,2–2,Bulgaria,Stadionul Zimbru,21f27426
INT-Friendlies,2026,2026-06-05,Friendly,Paraguay,4–0,Nicaragua,Estadio Defensores del Chaco,8bdd53f6
INT-Friendlies,2026,2026-06-05,Friendly,Russia,3–0,Burkina Faso,Volgograd Arena,8ebccae6
INT-Friendlies,2026,2026-06-05,Friendly,San Marino,1–2,Bangladesh,San Marino Stadium,ce491e35
INT-Friendlies,2026,2026-06-05,Friendly,Saudi Arabia,3–0,Puerto Rico,Q2 Stadium (Neutral Site),b5a6373c
INT-Friendlies,2026,2026-06-05,Friendly,Singapore,1–2,China PR,Jalan Besar Stadium,7b4d3716
INT-Friendlies,2026,2026-06-05,Friendly,Slovakia,2–2,Montenegro,Košická Futbalová Aréna,a6d82287
INT-Friendlies,2026,2026-06-05,Friendly,Tajikistan,3–1,India,TALKO Arena,98c56251
INT-Friendlies,2026,2026-06-05,Friendly,Thailand,2–2,Kuwait,BG Stadium,991a9da4
INT-Friendlies,2026,2026-06-06,Friendly,Albania,0–1,Luxembourg,Air Albania Stadium,39188155
INT-Friendlies,2026,2026-06-06,Friendly,Argentina,2–0,Honduras,Kyle Field (Neutral Site),d86363fb
INT-Friendlies,2026,2026-06-06,Friendly,Armenia,1–1,Kazakhstan,Vazgen Sargsyan anvan Hanrapetakan Marza...,d6b857da
INT-Friendlies,2026,2026-06-06,Friendly,Belgium,5–0,Tunisia,Stade Roi Baudouin,2c4d914e
INT-Friendlies,2026,2026-06-06,Friendly,Bolivia,0–4,Scotland,Sports Illustrated Stadium (Neutral Site),e6994a35
INT-Friendlies,2026,2026-06-06,Friendly,Brazil,2–1,Egypt,Huntington Bank Field (Neutral Site),99803f08
INT-Friendlies,2026,2026-06-06,Friendly,Cabo Verde,3–0,Bermuda,Pratt & Whitney Stadium at Rentschler Fi... (Neutral Site),d573e47f
INT-Friendlies,2026,2026-06-06,Friendly,Curaçao,4–0,Aruba,Stadion Ergilio Hato,fd91f0c5
INT-Friendlies,2026,2026-06-06,Friendly,England,1–0,New Zealand,Raymond James Stadium (Neutral Site),d55979a1
INT-Friendlies,2026,2026-06-06,Friendly,Ethiopia,1–0,Malawi,Dire Dawa Stadium,32648b57
INT-Friendlies,2026,2026-06-06,Friendly,Gibraltar,4–1,Cayman Islands,Europa Point Stadium,4e006de6
INT-Friendlies,2026,2026-06-06,Friendly,Kyrgyz Republic,0–0,Palestine,Stadion imeni Dolena Omurzakova,b2716bd9
INT-Friendlies,2026,2026-06-06,Friendly,Panama,1–1,Bosnia–Herz,Energizer Park (Neutral Site),eb60c047
INT-Friendlies,2026,2026-06-06,Friendly,Portugal,2–1,Chile,Estádio Nacional,eb413f98
INT-Friendlies,2026,2026-06-06,Friendly,Qatar,0–0,El Salvador,BMO Stadium (Neutral Site),64d48bd2
INT-Friendlies,2026,2026-06-06,Friendly,Romania,2–1,Wales,Stadionul Steaua,0527f88d
INT-Friendlies,2026,2026-06-06,Friendly,Sierra Leone,1–0,Liberia,Southern Arena Stadium,25f6ad8d
INT-Friendlies,2026,2026-06-06,Friendly,Switzerland,1–1,Australia,Snapdragon Stadium (Neutral Site),c0ebca40
INT-Friendlies,2026,2026-06-06,Friendly,Türkiye,2–1,Venezuela,Inter Miami CF Stadium (Neutral Site),84aba5c9
INT-Friendlies,2026,2026-06-06,Friendly,United States,1–2,Germany,Soldier Field,63052981
INT-Friendlies,2026,2026-06-06,Friendly,Vanuatu,2–1,Fiji,VFF Freshwater Stadium,2f528a46
INT-Friendlies,2026,2026-06-07,Friendly,Colombia,2–0,Jordan,Snapdragon Stadium (Neutral Site),7e02a5ea
INT-Friendlies,2026,2026-06-07,Friendly,Croatia,2–1,Slovenia,Stadion Varteks,6eb84a18
INT-Friendlies,2026,2026-06-07,Friendly,Denmark,2–1,Ukraine,Nature Energy Park,ba81284b
INT-Friendlies,2026,2026-06-07,Friendly,Ecuador,3–0,Guatemala,ScottsMiracle-Gro Field (Neutral Site),d2056a5e
INT-Friendlies,2026,2026-06-07,Friendly,Greece,0–1,Italy,Pankritio Stadio,7bb48508
INT-Friendlies,2026,2026-06-07,Friendly,Kosovo,3–0,Andorra,Stadiumi Fadil Vokrri,e82d27e5
INT-Friendlies,2026,2026-06-07,Friendly,Lesotho,0–4,Kenya,Lucas Masterpieces Moripe Stadium (Neutral Site),f3d119fd
INT-Friendlies,2026,2026-06-07,Friendly,Liechtenstein,0–2,Cyprus,Rheinpark Stadion,5842bb7e
INT-Friendlies,2026,2026-06-07,Friendly,Morocco,1–1,Norway,Sports Illustrated Stadium (Neutral Site),9120eced
INT-Friendlies,2026,2026-06-08,Friendly,France,3–1,Northern Ireland,Decathlon Arena - Stade Pierre-Mauroy,1c84dae3
